genome_id,resistant_phenotype
"1773.18536","Resistant"
"1773.43656","Resistant"
"1773.18970","Susceptible"
"1733.9996","Susceptible"
"1773.1853","Resistant"
"1773.31277","Susceptible"
"1733.3827","Susceptible"
"1773.39209","Susceptible"
"1773.40423","Susceptible"
"1733.4336","Susceptible"
"1773.37206","Susceptible"
"1773.8023",
"1773.38606","Susceptible"
"1773.42247","Susceptible"
"1733.585","Susceptible"
"1733.2661","Susceptible"
"1773.42352","Resistant"
"1295740.3","Resistant"
"1773.34983","Susceptible"
"1773.42093","Susceptible"
"1773.3435","Susceptible"
"1773.19376","Susceptible"
"1733.3471","Susceptible"
"1773.39745","Resistant"
"1733.10472","Susceptible"
"1773.33385","Resistant"
"1773.20330","Susceptible"
"1773.4656","Susceptible"
"1733.4734","Susceptible"
"1773.31641","Resistant"
"1733.7448","Resistant"
"1733.5016","Susceptible"
"1733.7627","Resistant"
"1733.2574","Resistant"
"1773.43593","Susceptible"
"1773.42774","Resistant"
"1773.34811","Susceptible"
"1733.7796","Resistant"
"1773.17247","Resistant"
"1773.33521","Resistant"
"1733.739","Resistant"
"1773.21469","Susceptible"
"1733.5956","Susceptible"
"1733.10874","Susceptible"
"1773.40686","Susceptible"
"1773.3225","Susceptible"
"1733.10948","Susceptible"
"1773.41358","Resistant"
"1773.27938","Susceptible"
"1733.9468","Susceptible"
"1733.2312","Susceptible"
"1733.4205","Susceptible"
"1733.5234","Susceptible"
"1773.5425","Susceptible"
"1773.19807","Susceptible"
"1773.15576","Susceptible"
"1773.1254","Resistant"
"1773.40717","Resistant"
"1733.10605","Susceptible"
"1773.19707","Susceptible"
"1733.10244","Susceptible"
"1733.10963","Susceptible"
"1733.1518","Resistant"
"1733.5355","Susceptible"
"1773.27721","Susceptible"
"1733.7414","Resistant"
"1773.27233","Susceptible"
"1773.4028","Resistant"
"1773.41878","Resistant"
"1733.2309","Susceptible"
"1773.29573","Resistant"
"1773.39964","Susceptible"
"1733.9674","Susceptible"
"1773.41885","Resistant"
"1773.21581","Susceptible"
"1773.29255","Resistant"
"1773.38358","Susceptible"
"1733.8446","Resistant"
"1773.4464","Susceptible"
"1733.3026","Susceptible"
"1773.15300","Resistant"
"1733.129","Susceptible"
"1733.1327","Susceptible"
"1733.1863","Susceptible"
"1733.5736","Susceptible"
"1773.1954","Susceptible"
"1733.6337","Susceptible"
"1733.4972","Susceptible"
"1773.5465","Resistant"
"1773.19770","Susceptible"
"1733.2592","Susceptible"
"1773.28082","Susceptible"
"1773.41497","Resistant"
"1733.10273","Susceptible"
"1773.33616","Susceptible"
"1324272.3","Resistant"
"1773.38550","Susceptible"
"1773.14234","Susceptible"
"1773.15896","Susceptible"
"1733.11102","Susceptible"
"1773.15882","Resistant"
"1773.32232","Resistant"
"1733.5464","Susceptible"
"1733.5508","Susceptible"
"1773.2482","Resistant"
"1773.22830","Susceptible"
"1773.16058","Resistant"
"1773.21262","Resistant"
"1773.14905","Susceptible"
"1773.39445","Susceptible"
"1773.42085","Resistant"
"1733.9979","Susceptible"
"1733.866","Susceptible"
"1733.5451","Susceptible"
"1773.19676","Susceptible"
"1773.27626","Susceptible"
"1773.42032","Resistant"
"1773.21512","Susceptible"
"1773.41005","Susceptible"
"1773.10583","Resistant"
"1773.19500","Resistant"
"1733.9641","Resistant"
"1773.18642","Susceptible"
"1773.18707","Resistant"
"1733.9945","Resistant"
"1773.13622","Susceptible"
"1773.21475","Susceptible"
"1448482.3","Resistant"
"1773.29544","Resistant"
"1773.29466","Resistant"
"1773.37184","Susceptible"
"1773.34953","Susceptible"
"1773.33224","Susceptible"
"1773.41340","Resistant"
"1733.74","Susceptible"
"1773.26743","Susceptible"
"1773.14964","Susceptible"
"1733.3424","Susceptible"
"1773.29021","Susceptible"
"1773.34055","Susceptible"
"1773.31483","Susceptible"
"1733.5997","Resistant"
"1733.2124","Susceptible"
"1773.15469","Susceptible"
"1773.2798","Resistant"
"1773.14318","Susceptible"
"1773.33738","Susceptible"
"1733.10738","Susceptible"
"1733.2359","Resistant"
"1733.2612","Resistant"
"1773.14900","Susceptible"
"1733.9310","Susceptible"
"1733.2202","Resistant"
"1773.31562","Resistant"
"1773.36818","Susceptible"
"1733.4821","Resistant"
"1773.19157","Susceptible"
"1773.5182","Susceptible"
"1773.20257","Susceptible"
"1773.15636","Susceptible"
"1733.8144","Susceptible"
"1773.39006","Susceptible"
"1733.5748","Susceptible"
"1733.3902","Susceptible"
"1773.33497","Resistant"
"1773.4660","Resistant"
"1733.5859","Susceptible"
"1733.7951","Resistant"
"1733.431","Susceptible"
"1773.2794","Susceptible"
"1733.2308","Resistant"
"1448582.3","Resistant"
"1773.41617","Resistant"
"1773.16178","Susceptible"
"1773.40359","Susceptible"
"1773.18600","Resistant"
"1773.14579","Susceptible"
"1733.8568","Resistant"
"1733.5452","Susceptible"
"1773.18863","Susceptible"
"1773.13384","Susceptible"
"1773.13911","Susceptible"
"1773.27920","Susceptible"
"1773.4357","Susceptible"
"1733.10068","Susceptible"
"1773.14388","Susceptible"
"1773.21242","Susceptible"
"1773.13828","Susceptible"
"1733.10655","Susceptible"
"1773.26101","Susceptible"
"1773.37103","Susceptible"
"1773.40020","Susceptible"
"1773.13216","Susceptible"
"1773.27560","Susceptible"
"1773.28036","Resistant"
"1733.9318","Susceptible"
"1733.4139","Susceptible"
"1733.7586","Resistant"
"1773.33141","Susceptible"
"1773.33941","Resistant"
"1733.5175","Susceptible"
"1773.13933","Susceptible"
"1773.33740","Resistant"
"1773.43663","Susceptible"
"1773.43059","Resistant"
"1773.18241","Resistant"
"1773.15974","Susceptible"
"1733.10715","Susceptible"
"1733.6072","Susceptible"
"1773.28275","Susceptible"
"1733.10896","Susceptible"
"1773.42965","Resistant"
"1733.5467","Susceptible"
"1733.2630","Resistant"
"1773.43121","Susceptible"
"1733.9270","Susceptible"
"1733.6641","Resistant"
"1773.2912","Susceptible"
"1773.29123","Susceptible"
"1733.2092","Resistant"
"1773.14447","Resistant"
"1733.4969","Susceptible"
"1733.7140","Susceptible"
"1733.11076","Susceptible"
"1733.3174","Susceptible"
"1773.43558","Resistant"
"1733.2556","Susceptible"
"1773.41066","Resistant"
"1773.3637","Susceptible"
"1733.3930","Susceptible"
"1733.2117","Resistant"
"1773.42471","Resistant"
"1773.15811","Susceptible"
"1733.1309","Susceptible"
"1773.37359","Susceptible"
"1773.20340","Susceptible"
"1773.28059","Susceptible"
"1773.31194","Susceptible"
"1773.29624","Resistant"
"1773.18352","Resistant"
"1733.2904","Resistant"
"1400937.3","Resistant"
"1773.19243","Susceptible"
"1733.2460","Resistant"
"1773.19767","Susceptible"
"1773.34724","Resistant"
"1733.9967","Resistant"
"1773.35241","Susceptible"
"1773.19275","Susceptible"
"1733.7382","Resistant"
"1773.41156","Resistant"
"1773.39433","Susceptible"
"1773.40866","Resistant"
"1733.8647","Resistant"
"1733.11066","Susceptible"
"1773.36972","Susceptible"
"1773.19237","Susceptible"
"1773.34555","Resistant"
"1733.4716","Resistant"
"1733.9125","Susceptible"
"1773.20200","Susceptible"
"1733.6877","Susceptible"
"1733.4869","Susceptible"
"1733.1764","Susceptible"
"1773.38368","Susceptible"
"1733.1001","Susceptible"
"1773.19369","Susceptible"
"1773.41001","Resistant"
"1773.16304","Susceptible"
"1773.3683","Resistant"
"1773.15415","Susceptible"
"1773.42517","Susceptible"
"1773.41905","Resistant"
"1773.34306","Susceptible"
"1733.11255","Resistant"
"1773.41854","Resistant"
"1773.19699","Susceptible"
"1773.32446","Susceptible"
"1773.40806","Susceptible"
"1427208.3","Resistant"
"1773.35303","Susceptible"
"1733.4587","Resistant"
"1773.23670","Resistant"
"1773.4890","Susceptible"
"1733.1443","Resistant"
"1733.9123","Resistant"
"1733.8402","Resistant"
"1733.3046","Resistant"
"1773.40746","Resistant"
"1733.6701","Susceptible"
"1773.16251","Susceptible"
"1733.4459","Susceptible"
"1773.32299","Resistant"
"1448605.3","Resistant"
"1773.18938","Susceptible"
"1733.6180","Susceptible"
"1733.3120","Susceptible"
"1773.33515","Resistant"
"1773.21274","Resistant"
"1733.8747","Susceptible"
"1773.17390","Resistant"
"1773.27875","Susceptible"
"1773.37749","Resistant"
"1773.34765","Susceptible"
"1733.7445","Resistant"
"1773.19149","Resistant"
"1733.4024","Susceptible"
"1773.26126","Resistant"
"1773.332","Susceptible"
"1773.18550","Resistant"
"1773.26953","Resistant"
"1421976.3","Resistant"
"1733.3591","Susceptible"
"1733.5162","Susceptible"
"1733.5443","Susceptible"
"1733.4647","Susceptible"
"1773.34097","Susceptible"
"1773.19882","Susceptible"
"1733.3783","Susceptible"
"1773.40114","Susceptible"
"1402597.3","Susceptible"
"1773.2466","Susceptible"
"1773.15691","Susceptible"
"1733.7318","Resistant"
"1773.34688","Susceptible"
"1773.4425","Susceptible"
"1773.15152","Susceptible"
"1773.20482","Resistant"
"1773.21448","Resistant"
"1773.37663","Resistant"
"1773.37085","Susceptible"
"1773.5051","Susceptible"
"1773.42004","Resistant"
"1773.16313","Susceptible"
"1733.10766","Resistant"
"1773.10650","Resistant"
"1773.4934","Susceptible"
"1773.2793","Susceptible"
"1733.1980","Susceptible"
"1773.13813","Susceptible"
"1773.18929","Susceptible"
"1733.9999","Susceptible"
"1733.1781","Susceptible"
"1773.27722","Susceptible"
"1773.27918","Susceptible"
"1773.2471","Susceptible"
"1773.33199","Resistant"
"1773.42151","Susceptible"
"1773.21374","Resistant"
"1773.34636","Susceptible"
"1773.14817","Susceptible"
"1773.4591","Susceptible"
"1733.2663","Resistant"
"1733.8003","Susceptible"
"1733.5496","Susceptible"
"1733.685","Susceptible"
"1773.39262","Susceptible"
"1773.1861","Susceptible"
"1773.40051","Susceptible"
"1773.31087","Susceptible"
"1733.4480","Susceptible"
"1773.19072","Susceptible"
"1408970.4",
"1773.27221","Susceptible"
"1773.19080","Susceptible"
"1773.21251","Susceptible"
"1733.3773","Susceptible"
"1733.6318","Susceptible"
"1733.9689","Susceptible"
"1773.21511","Resistant"
"1733.10220","Susceptible"
"1773.40087","Susceptible"
"1773.15581","Susceptible"
"1733.6006","Resistant"
"1773.19119","Susceptible"
"1408968.4","Susceptible"
"1733.10071","Susceptible"
"1733.1767","Susceptible"
"1773.38986","Resistant"
"1733.10279","Susceptible"
"1773.40969","Resistant"
"1773.20175","Susceptible"
"1733.7012","Susceptible"
"1773.43667","Resistant"
"1773.29881","Resistant"
"1773.33043","Resistant"
"1773.20089","Susceptible"
"1733.2072","Resistant"
"1773.14028","Susceptible"
"1773.36850","Resistant"
"1773.1334","Susceptible"
"1773.36747","Resistant"
"1773.35045","Susceptible"
"1773.30512","Susceptible"
"1733.5239","Susceptible"
"1447474.3","Resistant"
"1773.18858","Susceptible"
"1773.18341","Resistant"
"1733.11079","Resistant"
"1773.15053","Susceptible"
"1733.1029","Susceptible"
"1733.6349","Susceptible"
"1733.9996","Susceptible"
"1733.9000","Susceptible"
"1773.20522","Susceptible"
"1773.14571","Susceptible"
"1773.32132","Resistant"
"1773.5469","Susceptible"
"1773.5169","Susceptible"
"1733.5996","Resistant"
"1733.9043","Susceptible"
"1733.8335","Susceptible"
"1733.1904","Susceptible"
"1773.41899","Susceptible"
"1733.10182","Susceptible"
"1773.15992","Susceptible"
"1773.8014",
"1733.208","Resistant"
"1773.37120","Susceptible"
"1773.32416","Resistant"
"1733.10765","Susceptible"
"1773.20207","Susceptible"
"1733.5914","Susceptible"
"1773.21046","Susceptible"
"1773.27338","Susceptible"
"1733.6079","Susceptible"
"1733.2028","Susceptible"
"1733.8740","Susceptible"
"1773.3294","Resistant"
"1773.17418","Resistant"
"1733.6021","Susceptible"
"1773.34895","Susceptible"
"1733.8926","Resistant"
"1773.15375","Susceptible"
"1773.15016","Susceptible"
"1448601.3","Susceptible"
"1773.20781","Susceptible"
"1773.38970","Resistant"
"1773.27073","Susceptible"
"1733.10576","Susceptible"
"1733.7795","Resistant"
"1733.3192","Susceptible"
"1773.20813","Susceptible"
"1773.27382","Susceptible"
"1773.41011","Susceptible"
"1773.33326","Resistant"
"1733.8777","Resistant"
"1773.15575","Susceptible"
"1773.14919","Susceptible"
"1773.18932","Susceptible"
"1733.4396","Susceptible"
"1773.1859","Resistant"
"1773.41098","Resistant"
"1773.19728","Susceptible"
"1448596.3","Resistant"
"1773.38146","Resistant"
"1773.15947","Susceptible"
"1733.5505","Susceptible"
"1773.27061","Resistant"
"1438870.3","Resistant"
"1733.1154","Resistant"
"1773.40824","Resistant"
"1733.5905","Susceptible"
"1773.17555","Resistant"
"1733.10683","Susceptible"
"1773.27425","Susceptible"
"1773.21359","Resistant"
"1733.10963","Susceptible"
"1773.15187","Susceptible"
"1733.9883","Resistant"
"1773.37955","Resistant"
"1773.19770","Susceptible"
"1773.35549","Susceptible"
"1733.2849","Resistant"
"1733.7052","Resistant"
"1733.6471","Susceptible"
"1400870.3","Resistant"
"1773.15640","Susceptible"
"1733.4148","Susceptible"
"1408932.4","Resistant"
"1773.39711","Susceptible"
"1733.4017","Susceptible"
"1773.21288","Resistant"
"1295804.3","Resistant"
"1773.13526","Susceptible"
"1733.2667","Resistant"
"1773.39556","Resistant"
"1773.32933","Susceptible"
"1733.10968","Susceptible"
"1773.21511","Resistant"
"1733.5804","Susceptible"
"1773.19537","Susceptible"
"1773.21726","Susceptible"
"1773.38442","Susceptible"
"1773.35552","Susceptible"
"1733.5428","Susceptible"
"1773.28022","Susceptible"
"1773.35938","Susceptible"
"1773.33460","Resistant"
"1733.11096","Susceptible"
"1448812.3","Resistant"
"1773.10541","Resistant"
"1733.8996","Resistant"
"1773.17528","Resistant"
"1773.21041","Resistant"
"1773.16064","Susceptible"
"1733.2194","Resistant"
"1773.21175","Susceptible"
"1773.8303","Susceptible"
"1773.21018","Susceptible"
"1773.21593","Susceptible"
"1733.2953","Susceptible"
"1773.15270","Susceptible"
"1427255.3","Resistant"
"1733.7362","Resistant"
"1773.8171","Resistant"
"1773.40835","Susceptible"
"1773.14310","Susceptible"
"1324283.3","Resistant"
"1773.41227","Resistant"
"1773.18429","Resistant"
"1773.42989","Susceptible"
"1733.10636","Susceptible"
"1295807.3","Susceptible"
"1773.10577","Resistant"
"1773.39222","Susceptible"
"1773.3528","Resistant"
"1773.34861","Resistant"
"1733.10565","Susceptible"
"1773.8364","Susceptible"
"1733.8459","Resistant"
"1733.9677","Resistant"
"1773.27166","Susceptible"
"1733.8287","Susceptible"
"1773.19760","Susceptible"
"1733.5167","Susceptible"
"1733.5309","Susceptible"
"1773.20344","Susceptible"
"1773.8059",
"1773.33524","Resistant"
"1773.34989","Resistant"
"1733.1040","Susceptible"
"1773.38282","Resistant"
"1733.4471","Susceptible"
"1773.30663","Resistant"
"1773.15167","Resistant"
"1733.10669","Susceptible"
"1733.9650","Susceptible"
"1773.35493","Susceptible"
"1773.21307","Resistant"
"1733.2829","Resistant"
"1773.18683","Susceptible"
"1773.38028","Susceptible"
"1773.18398","Resistant"
"1773.36003","Resistant"
"1773.15665","Susceptible"
"1733.6549","Resistant"
"1773.32055","Susceptible"
"1773.21440","Resistant"
"1773.13111","Susceptible"
"1773.27933","Susceptible"
"1733.1903","Susceptible"
"1733.7203","Resistant"
"1773.17331","Susceptible"
"1733.4230","Susceptible"
"1773.15525","Resistant"
"1773.18842","Susceptible"
"1773.31341","Resistant"
"1773.15428","Susceptible"
"1773.18692","Resistant"
"1773.29489","Resistant"
"1773.13692","Resistant"
"1733.10681","Susceptible"
"1773.35297","Resistant"
"1733.7675","Resistant"
"1733.5964","Susceptible"
"1773.20337","Resistant"
"1733.4035","Susceptible"
"1773.36656","Susceptible"
"1733.11230","Resistant"
"1733.58","Susceptible"
"1773.41221","Susceptible"
"1773.36062","Resistant"
"1765.902","Susceptible"
"1733.7437","Resistant"
"1733.3056","Resistant"
"1773.33548","Susceptible"
"1773.4187","Resistant"
"1733.9278","Susceptible"
"1773.3051","Susceptible"
"1422027.3","Resistant"
"1773.39318","Resistant"
"1773.20299","Susceptible"
"1733.5953","Susceptible"
"1733.5631","Susceptible"
"1423449.3","Resistant"
"1773.40094","Susceptible"
"1773.40018","Susceptible"
"1773.13514","Susceptible"
"1773.3236","Resistant"
"1733.5948","Susceptible"
"1733.3066","Resistant"
"1773.37793","Resistant"
"1733.2919","Resistant"
"1773.29595","Resistant"
"1773.36730","Resistant"
"1773.5107","Susceptible"
"1733.5706","Susceptible"
"1773.28447","Susceptible"
"1295721.3","Resistant"
"1733.3086","Resistant"
"1773.15770","Resistant"
"1773.14258","Susceptible"
"1733.4791","Resistant"
"1733.5221","Susceptible"
"1773.43128","Susceptible"
"1733.10770","Susceptible"
"1733.6387","Susceptible"
"1773.8379","Susceptible"
"1773.42736","Resistant"
"1773.21639","Resistant"
"1773.27645","Susceptible"
"1773.39183","Susceptible"
"1773.20423","Resistant"
"1773.35299","Resistant"
"1773.4416","Susceptible"
"1773.34650","Susceptible"
"1773.36473","Resistant"
"1773.33445","Resistant"
"1773.35423","Susceptible"
"1733.9422","Susceptible"
"1733.4226","Susceptible"
"1448829.3","Susceptible"
"1773.42666","Susceptible"
"1773.41455","Resistant"
"1733.3338","Susceptible"
"1773.17398","Resistant"
"1448609.3","Resistant"
"1417011.3",
"1773.38618","Susceptible"
"1733.5149","Susceptible"
"1733.8424","Resistant"
"1773.19702","Susceptible"
"1773.2748","Susceptible"
"1773.14959","Susceptible"
"1773.38609","Susceptible"
"1773.27430","Susceptible"
"1773.41161","Resistant"
"1733.3090","Resistant"
"1773.13292","Susceptible"
"1733.841","Resistant"
"1733.6588","Resistant"
"1773.33653","Susceptible"
"1773.31179","Susceptible"
"1773.33204","Susceptible"
"1773.31209","Susceptible"
"1773.34299","Susceptible"
"1773.43482","Resistant"
"1773.20239","Susceptible"
"1773.31158","Susceptible"
"1773.18985","Susceptible"
"1773.38375","Susceptible"
"1773.33921","Susceptible"
"1733.1125","Susceptible"
"1733.7296","Resistant"
"1773.42639","Susceptible"
"1733.10873","Resistant"
"1773.40257","Susceptible"
"1773.19254","Susceptible"
"1448729.3","Susceptible"
"1773.35430","Susceptible"
"1773.19252","Susceptible"
"1733.3187","Susceptible"
"1733.6332","Susceptible"
"1733.10013","Susceptible"
"1773.36568","Susceptible"
"1733.1548","Resistant"
"1733.3386","Susceptible"
"1773.34505","Susceptible"
"1773.3402","Susceptible"
"1773.19688","Susceptible"
"1773.19819","Resistant"
"1773.5186","Susceptible"
"1733.3840","Susceptible"
"1733.34","Susceptible"
"1773.2900","Susceptible"
"1773.19955","Susceptible"
"1733.4658","Susceptible"
"1733.5300","Susceptible"
"1733.7383","Susceptible"
"1733.1611","Resistant"
"1733.2449","Resistant"
"1773.15612","Resistant"
"1773.36971","Susceptible"
"1773.27732","Susceptible"
"1773.29762","Susceptible"
"1773.5758","Susceptible"
"1733.9663","Susceptible"
"1733.4587","Resistant"
"1773.43379","Susceptible"
"1733.6284","Resistant"
"1733.7213","Resistant"
"1733.6714","Resistant"
"1773.30571","Susceptible"
"1773.35341","Susceptible"
"1773.20016","Susceptible"
"1773.41706","Resistant"
"1773.21299","Resistant"
"1773.37852","Susceptible"
"1773.38144","Resistant"
"1733.10179","Susceptible"
"1733.1135","Resistant"
"1773.10844","Resistant"
"1773.39057","Susceptible"
"1773.27837","Susceptible"
"1733.2019","Susceptible"
"1773.20201","Susceptible"
"1773.40459","Susceptible"
"1733.1481","Resistant"
"1765.880","Susceptible"
"1773.4438","Susceptible"
"1733.11146","Susceptible"
"1773.39242","Susceptible"
"1733.2174","Susceptible"
"1773.4983","Susceptible"
"1733.9804","Resistant"
"1733.6558","Resistant"
"1733.8421","Susceptible"
"1733.10691","Susceptible"
"1773.27246","Susceptible"
"1773.33006","Resistant"
"1733.7219","Susceptible"
"1773.40173","Susceptible"
"1733.5746","Susceptible"
"1773.27910","Susceptible"
"1733.8087","Susceptible"
"1733.1487","Susceptible"
"1733.2070","Susceptible"
"1733.8380","Susceptible"
"1733.137","Susceptible"
"1733.8997","Resistant"
"1773.21313","Resistant"
"1408930.4","Susceptible"
"1773.21566","Susceptible"
"1733.7821","Susceptible"
"1733.7973","Susceptible"
"1733.8652","Resistant"
"1773.38224","Resistant"
"1773.15300","Susceptible"
"1773.4030","Susceptible"
"1448491.3","Resistant"
"1773.20477","Susceptible"
"1324301.3","Susceptible"
"1733.1315","Susceptible"
"1773.19460","Susceptible"
"1773.32348","Resistant"
"1448760.3","Susceptible"
"1773.37096","Susceptible"
"1773.29712","Resistant"
"1773.39583","Susceptible"
"1773.4463","Susceptible"
"1773.37436","Susceptible"
"1733.7429","Resistant"
"1773.20110","Susceptible"
"1773.17629","Susceptible"
"1773.33878","Susceptible"
"1773.21273","Susceptible"
"1733.1120","Susceptible"
"1733.1055","Resistant"
"1773.40876","Susceptible"
"1773.15401","Susceptible"
"1773.31205","Susceptible"
"1773.8021",
"1773.19706","Susceptible"
"1733.4358","Susceptible"
"1773.27857","Susceptible"
"1773.33801","Susceptible"
"1733.7433","Resistant"
"1733.5782","Susceptible"
"1773.19436","Susceptible"
"1773.34851","Susceptible"
"1773.27876","Susceptible"
"1733.2215","Resistant"
"1733.3446","Susceptible"
"1773.19176","Susceptible"
"1733.9387","Susceptible"
"1773.19608","Susceptible"
"1733.3354","Susceptible"
"1773.43085","Resistant"
"1773.36758","Susceptible"
"1773.39487","Resistant"
"1773.8084",
"1733.9805","Susceptible"
"1773.2629","Susceptible"
"1773.18831","Susceptible"
"1773.37994","Resistant"
"1773.29240","Resistant"
"1773.34222","Susceptible"
"1773.15570","Resistant"
"1773.32824","Resistant"
"1733.5653","Susceptible"
"1733.10940","Susceptible"
"1733.11216","Susceptible"
"1733.5362","Susceptible"
"1773.29660","Susceptible"
"1733.7234","Susceptible"
"1733.688","Resistant"
"1733.2202","Resistant"
"1773.40775","Susceptible"
"1773.20533","Susceptible"
"1773.15997","Susceptible"
"1733.774","Resistant"
"1733.1092","Resistant"
"1773.16182","Susceptible"
"1773.3186","Resistant"
"1773.35951","Susceptible"
"1733.9897","Resistant"
"1773.2351","Resistant"
"1733.11272","Susceptible"
"1733.3249","Susceptible"
"1773.15557","Susceptible"
"1448584.3","Resistant"
"1733.9307","Susceptible"
"1773.39324","Susceptible"
"1733.7033","Susceptible"
"1773.17416","Resistant"
"1400898.3","Resistant"
"1733.3659","Susceptible"
"1773.15304","Susceptible"
"1733.3151","Susceptible"
"1733.6989","Susceptible"
"1773.19319","Susceptible"
"1408909.4","Susceptible"
"1773.19888","Susceptible"
"1733.10285","Susceptible"
"1773.15463","Susceptible"
"1422048.3","Resistant"
"1773.31313","Susceptible"
"1773.37014","Susceptible"
"1773.15641","Susceptible"
"1773.41207","Resistant"
"1773.37442","Susceptible"
"1447461.3","Resistant"
"1773.14830","Resistant"
"1733.5638","Susceptible"
"1773.980","Resistant"
"1773.40469","Susceptible"
"1773.5231","Susceptible"
"1733.1570","Resistant"
"1773.31729","Susceptible"
"1733.1634","Resistant"
"1773.39814","Susceptible"
"1773.19919","Susceptible"
"1448574.3","Resistant"
"1773.15184","Resistant"
"1773.28444","Susceptible"
"1733.6644","Resistant"
"1773.26774","Susceptible"
"1733.1122","Resistant"
"1733.7843","Susceptible"
"1773.15126","Resistant"
"1733.3779","Susceptible"
"1733.2125","Resistant"
"1773.33776","Resistant"
"1773.32510","Resistant"
"1733.10674","Susceptible"
"1773.18233","Resistant"
"1733.3115","Susceptible"
"1733.2053","Resistant"
"1733.5892","Susceptible"
"1733.4490","Susceptible"
"1733.3886","Susceptible"
"1773.36602","Susceptible"
"1733.10216","Susceptible"
"1773.16008","Susceptible"
"1733.8566","Susceptible"
"1773.15926","Susceptible"
"1773.13871","Susceptible"
"1733.1359","Susceptible"
"1733.10300","Susceptible"
"1773.18694","Resistant"
"1773.44764","Susceptible"
"1733.2984","Susceptible"
"1733.8300","Susceptible"
"1733.8619","Resistant"
"1733.242","Susceptible"
"1773.4176","Susceptible"
"1733.6745","Resistant"
"1773.40565","Resistant"
"1733.4904","Susceptible"
"1773.41624","Susceptible"
"1773.38425","Susceptible"
"1733.6911","Susceptible"
"1773.19957","Susceptible"
"1773.41552","Susceptible"
"1733.8298","Susceptible"
"1773.2717","Resistant"
"1733.10803","Resistant"
"1733.9913","Resistant"
"1773.42079","Susceptible"
"1733.1504","Susceptible"
"1733.1094","Resistant"
"1773.41669","Susceptible"
"1400895.3","Susceptible"
"1402590.3","Susceptible"
"1733.3733","Susceptible"
"1733.10891","Susceptible"
"1773.14344","Susceptible"
"1733.3776","Susceptible"
"1733.4191","Susceptible"
"1773.37080","Susceptible"
"1773.41332","Resistant"
"1733.10054","Susceptible"
"1773.41087","Susceptible"
"1733.10422","Susceptible"
"1773.33067","Susceptible"
"1773.14608","Susceptible"
"1773.20125","Susceptible"
"1733.8517","Resistant"
"1773.43007","Susceptible"
"1773.4558","Susceptible"
"1773.20375","Susceptible"
"1438892.3",
"1733.10523","Susceptible"
"1773.34032","Susceptible"
"1773.37227","Resistant"
"1773.5688","Susceptible"
"1773.5590","Susceptible"
"1773.1636","Susceptible"
"1733.10027","Susceptible"
"1773.18636","Susceptible"
"1773.4293","Susceptible"
"1773.41125","Resistant"
"1773.41682","Resistant"
"1733.8488","Susceptible"
"1733.5115","Susceptible"
"1773.37161","Susceptible"
"1773.21425","Resistant"
"1733.2351","Resistant"
"1733.3449","Susceptible"
"1773.41466","Resistant"
"1773.18342","Resistant"
"1733.4175","Resistant"
"1773.29828","Resistant"
"1773.34567","Susceptible"
"1733.8861","Resistant"
"1773.42144","Susceptible"
"1773.17446","Susceptible"
"1773.19598","Susceptible"
"1773.15331","Susceptible"
"1773.41347","Resistant"
"1733.6088","Resistant"
"1733.5028","Susceptible"
"1773.41408","Resistant"
"1733.1901","Susceptible"
"1733.1172","Susceptible"
"1773.20135","Susceptible"
"1733.8874","Susceptible"
"1733.1376","Resistant"
"1773.33016","Resistant"
"1733.1874","Susceptible"
"1773.41133","Resistant"
"1773.43321","Susceptible"
"1773.41465","Susceptible"
"1733.7471","Susceptible"
"1773.3444","Susceptible"
"1448753.3","Resistant"
"1773.16194","Susceptible"
"1773.33771","Resistant"
"1773.39088","Susceptible"
"1773.41427","Resistant"
"1397907.3","Resistant"
"1733.3933","Resistant"
"1733.5778","Susceptible"
"1773.30659","Resistant"
"1773.41533","Resistant"
"1733.2208","Susceptible"
"1773.40189","Susceptible"
"1773.18895","Susceptible"
"1733.574","Susceptible"
"1773.40088","Susceptible"
"1733.4194","Susceptible"
"1733.10483","Susceptible"
"1733.7541","Resistant"
"1733.2472","Susceptible"
"1733.7867","Susceptible"
"1773.14374","Resistant"
"1773.41452","Susceptible"
"1773.29282","Resistant"
"1733.9466","Susceptible"
"1773.17850","Susceptible"
"1773.13634","Susceptible"
"1733.9328","Resistant"
"1773.15585","Susceptible"
"1773.21572","Resistant"
"1733.1829","Susceptible"
"1733.2337","Susceptible"
"1773.20079","Susceptible"
"1773.26098","Resistant"
"1773.31309","Susceptible"
"1773.42578","Resistant"
"1733.8667","Resistant"
"1773.14784","Susceptible"
"1733.1224","Resistant"
"1773.29609","Resistant"
"1773.20899","Resistant"
"1773.36335","Susceptible"
"1773.15937","Susceptible"
"1773.43056","Resistant"
"1733.4503","Susceptible"
"1773.33099","Susceptible"
"1733.9941","Resistant"
"1733.6922","Susceptible"
"1773.13775","Susceptible"
"1773.13524","Susceptible"
"1773.14718","Susceptible"
"1773.35969","Resistant"
"1773.37104","Susceptible"
"1733.9090","Resistant"
"1733.8411","Susceptible"
"1773.36654","Susceptible"
"1773.5402","Susceptible"
"1733.4472","Susceptible"
"1733.4346","Resistant"
"1773.39108","Susceptible"
"1733.6556","Susceptible"
"1733.4302","Susceptible"
"1773.35025","Susceptible"
"1773.18413","Resistant"
